Order ID,Order Date,Customer Name,Category,Sub Category,Region,State,City,Sales,Discount,Profit
OD8871,02/05/2017,Jackson,Oil & Masala,Spices,South,Tamil Nadu,Vellore,558,0.35,111.6
OD8872,24/05/2017,James,Beverages,Soft Drinks,South,Tamil Nadu,Viluppuram,1815,0.3,326.7
OD8873,06/04/2018,Verma,Fruits & Veggies,Fresh Fruits,South,Tamil Nadu,Viluppuram,2346,0.18,258.06
OD8874,02/05/2017,Sudeep,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Tirunelveli,1566,0.24,501.12
OD8875,04/07/2015,Hussain,Oil & Masala,Edible Oil & Ghee,South,Tamil Nadu,Pudukottai,1486,0.25,148.6
OD8876,02/05/2017,Muneer,Food Grains,Organic Staples,South,Tamil Nadu,Perambalur,1082,0.28,421.98
OD8877,10/12/2018,Amrish,Food Grains,Dals & Pulses,South,Tamil Nadu,Madurai,816,0.28,334.56
OD8878,12/01/2017,Esther,Snacks,Cookies,West,Tamil Nadu,Dharmapuri,2390,0.3,669.2
OD8879,15/04/2015,Harish,Oil & Masala,Masalas,West,Tamil Nadu,Chennai,2286,0.3,640.08
OD8880,09/11/2018,Hussain,Snacks,Chocolates,West,Tamil Nadu,Krishnagiri,1952,0.26,117.12
OD8881,10/10/2015,Surya,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Bodi,2151,0.18,817.38
OD8882,09/11/2018,Veronica,Snacks,Cookies,West,Tamil Nadu,Perambalur,2363,0.31,354.45
OD8883,28/11/2015,Sudha,Food Grains,Organic Staples,West,Tamil Nadu,Madurai,1750,0.25,420
OD8884,11/10/2018,James,Beverages,Health Drinks,West,Tamil Nadu,Ramanadhapuram,1779,0.3,355.8
OD8885,12/01/2017,Surya,Snacks,Cookies,West,Tamil Nadu,Perambalur,1389,0.24,263.91
OD8886,19/09/2015,Veronica,Fruits & Veggies,Fresh Fruits,West,Tamil Nadu,Karur,1454,0.35,450.74
OD8887,11/06/2018,Verma,Beverages,Soft Drinks,West,Tamil Nadu,Perambalur,2059,0.21,205.9
OD8888,12/01/2017,Ridhesh,Snacks,Chocolates,West,Tamil Nadu,Madurai,1057,0.29,359.38
OD8889,11/03/2015,Veronica,Bakery,Breads & Buns,West,Tamil Nadu,Trichy,906,0.1,108.72
OD8890,28/11/2015,Alan,Food Grains,Dals & Pulses,West,Tamil Nadu,Namakkal,692,0.26,193.76
OD8891,11/06/2018,Ravi,Oil & Masala,Masalas,West,Tamil Nadu,Ramanadhapuram,2017,0.33,121.02
OD8892,11/06/2018,Hussain,Beverages,Soft Drinks,West,Tamil Nadu,Madurai,1941,0.19,543.48
OD8893,30/12/2017,Jackson,Oil & Masala,Masalas,West,Tamil Nadu,Perambalur,2196,0.1,790.56
OD8894,11/06/2018,Yusuf,Fruits & Veggies,Fresh Fruits,West,Tamil Nadu,Cumbum,958,0.34,249.08
OD8895,25/07/2017,Roshan,Beverages,Soft Drinks,West,Tamil Nadu,Krishnagiri,2285,0.27,868.3
OD8896,30/12/2017,Ram,Beverages,Health Drinks,West,Tamil Nadu,Perambalur,864,0.32,345.6
OD8897,29/11/2016,Aditi,Food Grains,Organic Staples,West,Tamil Nadu,Chennai,2444,0.21,782.08
OD8898,11/12/2018,Ravi,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Karur,2151,0.35,795.87
OD8899,07/10/2017,Suresh,Snacks,Cookies,West,Tamil Nadu,Dharmapuri,1600,0.18,544
OD8900,05/06/2017,Roshan,Food Grains,Dals & Pulses,Central,Tamil Nadu,Tirunelveli,2372,0.26,237.2
OD8901,12/11/2018,Verma,"Eggs, Meat & Fish",Mutton,Central,Tamil Nadu,Karur,2082,0.24,666.24
OD8902,11/06/2018,Ridhesh,Beverages,Health Drinks,Central,Tamil Nadu,Tenkasi,1508,0.2,618.28
OD8903,25/05/2016,Ramesh,Food Grains,Dals & Pulses,Central,Tamil Nadu,Vellore,848,0.1,313.76
OD8904,04/09/2017,Ganesh,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Trichy,1682,0.31,403.68
OD8905,06/03/2015,James,Food Grains,Atta & Flour,Central,Tamil Nadu,Dindigul,1789,0.32,178.9
OD8906,25/05/2016,Hafiz,Snacks,Noodles,Central,Tamil Nadu,Pudukottai,1316,0.28,434.28
OD8907,12/11/2018,Harish,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Vellore,2232,0.21,959.76
OD8908,23/08/2015,Sudeep,Beverages,Health Drinks,Central,Tamil Nadu,Ooty,2168,0.19,693.76
OD8909,25/11/2018,Kumar,Fruits & Veggies,Fresh Vegetables,Central,Tamil Nadu,Pudukottai,505,0.33,126.25
OD8910,22/02/2016,Komal,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Salem,2037,0.26,488.88
OD8911,11/06/2018,Komal,Bakery,Breads & Buns,Central,Tamil Nadu,Kanyakumari,1720,0.29,653.6
OD8912,14/09/2016,Veronica,Snacks,Chocolates,Central,Tamil Nadu,Viluppuram,1467,0.22,616.14
OD8913,17/10/2017,Sabeela,Bakery,Biscuits,Central,Tamil Nadu,Dharmapuri,1634,0.34,653.6
OD8914,18/05/2018,Willams,Beverages,Health Drinks,Central,Tamil Nadu,Bodi,1637,0.1,229.18
OD8915,18/05/2018,Arvind,Bakery,Biscuits,Central,Tamil Nadu,Pudukottai,1542,0.13,262.14
OD8916,22/09/2018,Ram,Snacks,Chocolates,Central,Tamil Nadu,Dindigul,2236,0.19,804.96
OD8917,16/11/2016,Arutra,Food Grains,Atta & Flour,Central,Tamil Nadu,Bodi,2113,0.17,591.64
OD8918,23/05/2016,Amrish,Bakery,Breads & Buns,Central,Tamil Nadu,Tirunelveli,1847,0.25,258.58
OD8919,09/04/2018,Sudeep,Bakery,Cakes,Central,Tamil Nadu,Kanyakumari,1792,0.25,89.6
OD8920,20/10/2015,Alan,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Viluppuram,2475,0.35,396
OD8921,03/04/2018,Sabeela,"Eggs, Meat & Fish",Eggs,Central,Tamil Nadu,Nagercoil,910,0.15,391.3
OD8922,02/03/2018,Roshan,Oil & Masala,Spices,Central,Tamil Nadu,Karur,1704,0.1,102.24
OD8923,20/10/2015,Roshan,"Eggs, Meat & Fish",Mutton,Central,Tamil Nadu,Trichy,1992,0.15,517.92
OD8924,03/04/2018,Peer,Fruits & Veggies,Organic Fruits,Central,Tamil Nadu,Tenkasi,2216,0.13,642.64
OD8925,12/05/2017,Ganesh,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Ramanadhapuram,870,0.25,43.5
OD8926,21/12/2016,Sharon,Fruits & Veggies,Organic Fruits,Central,Tamil Nadu,Vellore,1611,0.11,257.76
OD8927,02/03/2018,Sabeela,Bakery,Biscuits,Central,Tamil Nadu,Tirunelveli,2139,0.14,128.34
OD8928,09/05/2017,James,Snacks,Noodles,Central,Tamil Nadu,Chennai,2164,0.26,281.32
OD8929,27/10/2018,Jonas,Snacks,Noodles,Central,Tamil Nadu,Dindigul,1276,0.15,484.88
OD8930,17/09/2018,Arutra,Beverages,Soft Drinks,Central,Tamil Nadu,Tirunelveli,1364,0.15,531.96
OD8931,29/03/2017,Shree,Fruits & Veggies,Fresh Vegetables,Central,Tamil Nadu,Tirunelveli,1956,0.31,430.32
OD8932,18/06/2018,Kumar,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Ramanadhapuram,911,0.22,109.32
OD8933,06/12/2017,Ravi,Bakery,Cakes,Central,Tamil Nadu,Namakkal,2417,0.26,652.59
OD8934,20/10/2015,Ganesh,Snacks,Cookies,Central,Tamil Nadu,Perambalur,1985,0.21,833.7
OD8935,13/05/2016,Ramesh,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Virudhunagar,2100,0.16,483
OD8936,02/03/2018,Harish,Food Grains,Organic Staples,Central,Tamil Nadu,Viluppuram,1580,0.1,158
OD8937,06/12/2017,Amrish,Beverages,Health Drinks,Central,Tamil Nadu,Bodi,2404,0.35,552.92
OD8938,06/12/2017,Sheeba,Fruits & Veggies,Organic Vegetables,Central,Tamil Nadu,Perambalur,1333,0.18,506.54
OD8939,12/08/2016,Amy,Food Grains,Dals & Pulses,Central,Tamil Nadu,Cumbum,1203,0.26,168.42
OD8940,20/10/2015,Arvind,Beverages,Soft Drinks,Central,Tamil Nadu,Trichy,1863,0.25,279.45
OD8941,06/12/2017,Suresh,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Bodi,1508,0.11,316.68
OD8942,30/11/2016,Jonas,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Perambalur,757,0.16,280.09
OD8943,06/12/2017,Veena,Beverages,Health Drinks,Central,Tamil Nadu,Kanyakumari,669,0.31,107.04
OD8944,17/09/2018,Sharon,Snacks,Noodles,Central,Tamil Nadu,Ooty,541,0.24,75.74
OD8945,13/11/2018,Veena,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Tenkasi,758,0.25,325.94
OD8946,09/02/2017,Krithika,"Eggs, Meat & Fish",Fish,Central,Tamil Nadu,Trichy,2479,0.32,347.06
OD8947,09/10/2017,Ramesh,"Eggs, Meat & Fish",Chicken,East,Tamil Nadu,Dindigul,1519,0.28,106.33
OD8948,09/03/2018,Aditi,Oil & Masala,Edible Oil & Ghee,East,Tamil Nadu,Pudukottai,1682,0.34,151.38
OD8949,08/02/2016,Jonas,Snacks,Cookies,East,Tamil Nadu,Perambalur,1955,0.18,801.55
OD8950,09/10/2017,Arutra,Bakery,Breads & Buns,East,Tamil Nadu,Cumbum,1928,0.32,848.32
OD8951,04/04/2017,Sheeba,Bakery,Breads & Buns,East,Tamil Nadu,Madurai,1179,0.23,436.23
OD8952,10/03/2018,Malik,Fruits & Veggies,Organic Fruits,East,Tamil Nadu,Ramanadhapuram,1899,0.23,778.59
OD8953,16/03/2016,Jonas,Oil & Masala,Spices,East,Tamil Nadu,Salem,928,0.3,167.04
OD8954,25/09/2016,Vince,"Eggs, Meat & Fish",Chicken,East,Tamil Nadu,Pudukottai,1020,0.22,183.6
OD8955,22/11/2016,Mathew,Fruits & Veggies,Fresh Fruits,East,Tamil Nadu,Theni,1426,0.3,427.8
OD8956,27/11/2016,Sudha,Food Grains,Organic Staples,East,Tamil Nadu,Virudhunagar,919,0.14,404.36
OD8957,17/11/2015,Haseena,Oil & Masala,Spices,East,Tamil Nadu,Salem,1188,0.34,71.28
OD8958,19/09/2017,Esther,Food Grains,Rice,East,Tamil Nadu,Cumbum,1712,0.1,342.4
OD8959,22/11/2016,Harish,Snacks,Noodles,East,Tamil Nadu,Coimbatore,501,0.18,65.13
OD8960,06/04/2016,Sudha,Food Grains,Atta & Flour,East,Tamil Nadu,Dharmapuri,1580,0.32,616.2
OD8961,09/03/2018,Suresh,"Eggs, Meat & Fish",Mutton,East,Tamil Nadu,Kanyakumari,1534,0.29,245.44
OD8962,18/12/2017,Hussain,Snacks,Cookies,East,Tamil Nadu,Viluppuram,1637,0.25,196.44
OD8963,25/11/2015,Harish,Snacks,Chocolates,East,Tamil Nadu,Nagercoil,1616,0.34,323.2
OD8964,11/08/2018,Vinne,Snacks,Cookies,East,Tamil Nadu,Kanyakumari,1428,0.34,471.24
OD8965,10/01/2016,Ramesh,Food Grains,Organic Staples,East,Tamil Nadu,Tenkasi,1063,0.35,340.16
OD8966,27/11/2016,Sheeba,Bakery,Cakes,East,Tamil Nadu,Vellore,1829,0.11,713.31
OD8967,19/12/2016,Akash,Oil & Masala,Spices,East,Tamil Nadu,Virudhunagar,772,0.24,270.2
OD8968,19/09/2017,Alan,Snacks,Chocolates,East,Tamil Nadu,Cumbum,1125,0.22,236.25
OD8969,31/05/2016,Sharon,Food Grains,Dals & Pulses,East,Tamil Nadu,Krishnagiri,1863,0.15,670.68
OD8970,01/12/2018,Verma,Oil & Masala,Masalas,East,Tamil Nadu,Virudhunagar,1883,0.14,583.73
OD8971,27/11/2016,Adavan,Fruits & Veggies,Organic Fruits,East,Tamil Nadu,Perambalur,842,0.25,244.18
OD8972,12/08/2018,Adavan,Fruits & Veggies,Organic Vegetables,East,Tamil Nadu,Dharmapuri,1759,0.3,422.16
OD8973,12/03/2016,Verma,Food Grains,Dals & Pulses,East,Tamil Nadu,Tirunelveli,2323,0.1,905.97
OD8974,12/05/2017,Veena,Fruits & Veggies,Organic Fruits,East,Tamil Nadu,Chennai,1527,0.11,152.7
OD8975,13/05/2018,Arvind,Food Grains,Atta & Flour,East,Tamil Nadu,Nagercoil,2025,0.33,121.5
OD8976,22/08/2015,Muneer,Snacks,Chocolates,East,Tamil Nadu,Bodi,1522,0.32,578.36
OD8977,13/06/2016,Jonas,Oil & Masala,Masalas,East,Tamil Nadu,Ooty,2192,0.2,854.88
OD8978,19/11/2015,Komal,Food Grains,Dals & Pulses,East,Tamil Nadu,Ramanadhapuram,984,0.12,265.68
OD8979,22/09/2017,Shah,Bakery,Biscuits,East,Tamil Nadu,Salem,2274,0.18,204.66
OD8980,29/04/2016,Yusuf,Oil & Masala,Edible Oil & Ghee,East,Tamil Nadu,Pudukottai,2029,0.19,324.64
OD8981,12/08/2017,Suresh,Beverages,Health Drinks,East,Tamil Nadu,Dindigul,1529,0.11,565.73
OD8982,23/09/2017,Jonas,Snacks,Cookies,East,Tamil Nadu,Madurai,1369,0.24,150.59
OD8983,01/11/2017,Malik,Fruits & Veggies,Organic Vegetables,East,Tamil Nadu,Cumbum,1057,0.33,116.27
OD8984,01/11/2017,Amrish,"Eggs, Meat & Fish",Eggs,East,Tamil Nadu,Pudukottai,706,0.24,63.54
OD8985,08/12/2017,Komal,Beverages,Health Drinks,East,Tamil Nadu,Namakkal,2022,0.29,586.38
OD8986,07/03/2018,Vidya,Beverages,Health Drinks,East,Tamil Nadu,Nagercoil,1483,0.17,281.77
OD8987,07/03/2018,Vidya,Fruits & Veggies,Fresh Fruits,East,Tamil Nadu,Cumbum,1589,0.35,715.05
OD8988,23/09/2017,Sudeep,Bakery,Breads & Buns,East,Tamil Nadu,Krishnagiri,2023,0.24,283.22
OD8989,23/09/2017,Sundar,Food Grains,Rice,East,Tamil Nadu,Theni,544,0.3,27.2
OD8990,30/11/2016,Ridhesh,Fruits & Veggies,Organic Vegetables,South,Tamil Nadu,Chennai,908,0.19,90.8
OD8991,30/11/2016,Arvind,Oil & Masala,Edible Oil & Ghee,South,Tamil Nadu,Tenkasi,1333,0.32,319.92
OD8992,25/12/2018,Muneer,Food Grains,Atta & Flour,South,Tamil Nadu,Krishnagiri,1196,0.23,346.84
OD8993,25/12/2018,Muneer,Bakery,Breads & Buns,South,Tamil Nadu,Madurai,1284,0.32,295.32
OD8994,17/09/2018,Ramesh,Oil & Masala,Edible Oil & Ghee,South,Tamil Nadu,Salem,1545,0.12,463.5
OD8995,22/09/2016,Peer,Food Grains,Dals & Pulses,South,Tamil Nadu,Tirunelveli,1714,0.16,137.12
OD8996,25/12/2018,Vidya,Beverages,Soft Drinks,South,Tamil Nadu,Tirunelveli,894,0.15,107.28
OD8997,12/10/2018,Sheeba,Snacks,Chocolates,South,Tamil Nadu,Vellore,2486,0.34,969.54
OD8998,08/11/2018,Komal,Oil & Masala,Masalas,South,Tamil Nadu,Tenkasi,1309,0.22,130.9
OD8999,26/05/2016,Veronica,"Eggs, Meat & Fish",Fish,South,Tamil Nadu,Trichy,2485,0.15,497
OD9000,26/05/2016,Krithika,Bakery,Biscuits,South,Tamil Nadu,Theni,1792,0.22,286.72
OD9001,09/10/2017,Hussain,Bakery,Cakes,South,Tamil Nadu,Dharmapuri,976,0.13,331.84
OD9002,24/12/2017,Jackson,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Virudhunagar,2336,0.2,677.44
OD9003,26/05/2016,Mathew,Bakery,Breads & Buns,South,Tamil Nadu,Madurai,1432,0.15,157.52
OD9004,29/12/2017,Yadav,Food Grains,Atta & Flour,South,Tamil Nadu,Kanyakumari,957,0.22,421.08
OD9005,29/12/2017,Shah,Beverages,Soft Drinks,South,Tamil Nadu,Trichy,2397,0.22,1030.71
OD9006,09/06/2016,Yadav,Fruits & Veggies,Organic Vegetables,South,Tamil Nadu,Nagercoil,1568,0.26,423.36
OD9007,24/12/2017,Esther,Snacks,Cookies,South,Tamil Nadu,Tirunelveli,1589,0.12,413.14
OD9008,11/10/2018,Ravi,Beverages,Soft Drinks,South,Tamil Nadu,Namakkal,1334,0.25,200.1
OD9009,12/09/2018,Ramesh,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Kanyakumari,1213,0.21,194.08
OD9010,19/05/2018,Veena,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Trichy,552,0.15,231.84
OD9011,09/01/2017,Shree,Food Grains,Organic Staples,West,Tamil Nadu,Pudukottai,1249,0.11,74.94
OD9012,11/08/2016,Hussain,Oil & Masala,Masalas,West,Tamil Nadu,Tenkasi,1504,0.32,330.88
OD9013,25/07/2015,Yusuf,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Perambalur,705,0.17,282
OD9014,23/04/2015,Haseena,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Cumbum,2402,0.16,768.64
OD9015,16/03/2018,James,Food Grains,Atta & Flour,West,Tamil Nadu,Ramanadhapuram,1202,0.12,480.8
OD9016,27/09/2016,Malik,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Dindigul,598,0.25,215.28
OD9017,16/03/2018,Ganesh,Beverages,Soft Drinks,West,Tamil Nadu,Virudhunagar,1598,0.31,575.28
OD9018,11/11/2015,Krithika,Bakery,Breads & Buns,West,Tamil Nadu,Dindigul,1056,0.18,211.2
OD9019,12/09/2018,Verma,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Pudukottai,1507,0.35,406.89
OD9020,19/05/2018,Shree,Oil & Masala,Masalas,West,Tamil Nadu,Tenkasi,1217,0.31,535.48
OD9021,18/04/2016,James,Oil & Masala,Spices,West,Tamil Nadu,Perambalur,1049,0.11,251.76
OD9022,16/12/2018,Suresh,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Dharmapuri,634,0.12,88.76
OD9023,27/09/2016,Yadav,Snacks,Chocolates,West,Tamil Nadu,Coimbatore,1309,0.24,104.72
OD9024,24/09/2018,Arvind,Snacks,Chocolates,West,Tamil Nadu,Tenkasi,720,0.33,115.2
OD9025,21/10/2017,Hafiz,Food Grains,Organic Staples,West,Tamil Nadu,Nagercoil,770,0.34,331.1
OD9026,11/02/2018,Hafiz,Food Grains,Rice,West,Tamil Nadu,Trichy,2411,0.3,626.86
OD9027,15/04/2017,Arutra,Bakery,Cakes,West,Tamil Nadu,Tenkasi,1483,0.18,163.13
OD9028,27/09/2016,Sabeela,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Bodi,1334,0.12,333.5
OD9029,19/11/2015,Esther,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Ooty,2444,0.15,513.24
OD9030,04/12/2016,Adavan,Snacks,Chocolates,West,Tamil Nadu,Tirunelveli,760,0.18,273.6
OD9031,12/01/2016,Aditi,Bakery,Breads & Buns,West,Tamil Nadu,Tenkasi,1341,0.25,415.71
OD9032,19/09/2017,Ramesh,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Krishnagiri,1003,0.27,100.3
OD9033,26/02/2018,Hussain,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Dharmapuri,1982,0.34,772.98
OD9034,15/10/2018,Yusuf,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Virudhunagar,893,0.13,267.9
OD9035,27/12/2015,Rumaiza,Oil & Masala,Masalas,West,Tamil Nadu,Chennai,1961,0.15,647.13
OD9036,11/11/2015,Harish,Food Grains,Dals & Pulses,West,Tamil Nadu,Dindigul,1425,0.12,85.5
OD9037,26/02/2018,Ram,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Viluppuram,1234,0.1,271.48
OD9038,26/02/2018,Ravi,Snacks,Cookies,West,Tamil Nadu,Chennai,1331,0.3,66.55
OD9039,25/07/2015,Sudeep,Bakery,Breads & Buns,West,Tamil Nadu,Theni,1653,0.13,115.71
OD9040,09/02/2018,Esther,Food Grains,Atta & Flour,West,Tamil Nadu,Bodi,2225,0.24,845.5
OD9041,11/02/2018,Peer,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Salem,2040,0.23,632.4
OD9042,17/09/2016,Ram,Beverages,Health Drinks,West,Tamil Nadu,Chennai,629,0.13,276.76
OD9043,12/01/2016,Komal,Food Grains,Atta & Flour,West,Tamil Nadu,Madurai,1521,0.13,212.94
OD9044,12/01/2016,Ridhesh,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Trichy,2082,0.28,520.5
OD9045,16/12/2018,Roshan,Fruits & Veggies,Fresh Fruits,West,Tamil Nadu,Viluppuram,1610,0.11,724.5
OD9046,24/09/2018,Willams,Food Grains,Dals & Pulses,West,Tamil Nadu,Tirunelveli,1792,0.28,788.48
OD9047,21/10/2017,Ganesh,Snacks,Cookies,West,Tamil Nadu,Theni,964,0.3,106.04
OD9048,13/03/2018,Suresh,"Eggs, Meat & Fish",Fish,West,Tamil Nadu,Madurai,527,0.13,226.61
OD9049,11/02/2018,Hafiz,Beverages,Health Drinks,West,Tamil Nadu,Vellore,2009,0.35,562.52
OD9050,13/03/2018,Sharon,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Cumbum,1801,0.14,702.39
OD9051,11/02/2018,Shree,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Coimbatore,1530,0.26,306
OD9052,18/04/2016,Mathew,Beverages,Soft Drinks,West,Tamil Nadu,Virudhunagar,727,0.15,109.05
OD9053,13/03/2018,Yadav,Beverages,Health Drinks,West,Tamil Nadu,Kanyakumari,1935,0.18,135.45
OD9054,10/02/2016,Rumaiza,Snacks,Cookies,West,Tamil Nadu,Chennai,519,0.29,140.13
OD9055,09/08/2017,Malik,Snacks,Chocolates,West,Tamil Nadu,Perambalur,873,0.27,314.28
OD9056,07/04/2016,Mathew,Food Grains,Dals & Pulses,West,Tamil Nadu,Vellore,1430,0.15,400.4
OD9057,03/07/2015,Ramesh,Snacks,Chocolates,West,Tamil Nadu,Tenkasi,1654,0.23,512.74
OD9058,19/09/2017,Krithika,Beverages,Health Drinks,West,Tamil Nadu,Coimbatore,1524,0.24,259.08
OD9059,21/10/2017,Kumar,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Bodi,2051,0.27,635.81
OD9060,08/03/2015,Sharon,Oil & Masala,Spices,West,Tamil Nadu,Namakkal,2138,0.12,149.66
OD9061,09/08/2017,Veronica,Beverages,Soft Drinks,West,Tamil Nadu,Tenkasi,1021,0.22,316.51
OD9062,22/12/2017,Sabeela,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Nagercoil,2003,0.3,540.81
OD9063,09/02/2018,Shree,Oil & Masala,Masalas,West,Tamil Nadu,Tirunelveli,670,0.35,100.5
OD9064,11/02/2018,Shree,"Eggs, Meat & Fish",Chicken,West,Tamil Nadu,Cumbum,1615,0.31,193.8
OD9065,03/02/2016,Ridhesh,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Madurai,1947,0.16,447.81
OD9066,28/12/2018,Anu,Food Grains,Dals & Pulses,Central,Tamil Nadu,Ramanadhapuram,1423,0.16,213.45
OD9067,07/01/2018,Muneer,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Chennai,1953,0.19,468.72
OD9068,08/10/2016,Willams,Beverages,Soft Drinks,Central,Tamil Nadu,Vellore,550,0.34,209
OD9069,14/01/2018,Shree,Snacks,Cookies,Central,Tamil Nadu,Perambalur,1666,0.29,249.9
OD9070,23/08/2017,Vidya,Food Grains,Organic Staples,Central,Tamil Nadu,Krishnagiri,2109,0.1,168.72
OD9071,11/10/2016,Sharon,Oil & Masala,Spices,Central,Tamil Nadu,Krishnagiri,562,0.33,207.94
OD9072,11/05/2017,Akash,Beverages,Health Drinks,Central,Tamil Nadu,Tenkasi,985,0.15,403.85
OD9073,12/01/2016,Malik,Fruits & Veggies,Fresh Vegetables,Central,Tamil Nadu,Chennai,1512,0.14,589.68
OD9074,20/02/2018,Yadav,Beverages,Soft Drinks,Central,Tamil Nadu,Coimbatore,956,0.13,152.96
OD9075,30/05/2017,Roshan,Beverages,Health Drinks,Central,Tamil Nadu,Chennai,1868,0.3,354.92
OD9076,09/12/2015,Akash,Snacks,Noodles,Central,Tamil Nadu,Namakkal,2043,0.1,755.91
OD9077,08/11/2017,Amrish,Bakery,Breads & Buns,Central,Tamil Nadu,Namakkal,667,0.22,166.75
OD9078,09/07/2015,Ganesh,"Eggs, Meat & Fish",Eggs,Central,Tamil Nadu,Chennai,1566,0.27,407.16
OD9079,14/01/2018,Amy,Snacks,Chocolates,Central,Tamil Nadu,Nagercoil,1649,0.12,478.21
OD9080,28/07/2017,Jackson,Snacks,Cookies,Central,Tamil Nadu,Virudhunagar,693,0.32,166.32
OD9081,12/01/2016,Anu,Fruits & Veggies,Organic Fruits,Central,Tamil Nadu,Dindigul,505,0.34,196.95
OD9082,15/10/2017,Arutra,Bakery,Cakes,Central,Tamil Nadu,Dharmapuri,1055,0.32,253.2
OD9083,06/12/2016,Amrish,Bakery,Biscuits,Central,Tamil Nadu,Dharmapuri,2389,0.35,215.01
OD9084,14/01/2018,Shree,Snacks,Chocolates,Central,Tamil Nadu,Perambalur,2167,0.22,736.78
OD9085,12/12/2017,Komal,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Dindigul,1556,0.16,482.36
OD9086,08/02/2015,Willams,Snacks,Chocolates,Central,Tamil Nadu,Nagercoil,1391,0.35,431.21
OD9087,09/07/2015,Ridhesh,Snacks,Noodles,Central,Tamil Nadu,Virudhunagar,1892,0.12,851.4
OD9088,20/02/2018,Amy,Snacks,Noodles,Central,Tamil Nadu,Tirunelveli,1891,0.23,567.3
OD9089,15/10/2017,Jonas,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Theni,1259,0.35,151.08
OD9090,30/05/2017,Akash,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Dindigul,1354,0.11,135.4
OD9091,09/05/2017,Ganesh,Food Grains,Rice,Central,Tamil Nadu,Ramanadhapuram,1451,0.31,551.38
OD9092,08/10/2016,Sheeba,"Eggs, Meat & Fish",Fish,Central,Tamil Nadu,Coimbatore,1652,0.19,264.32
OD9093,11/10/2016,Ramesh,Bakery,Cakes,Central,Tamil Nadu,Pudukottai,736,0.17,95.68
OD9094,09/07/2018,Ravi,Fruits & Veggies,Fresh Vegetables,Central,Tamil Nadu,Vellore,1196,0.15,203.32
OD9095,17/05/2015,Willams,Snacks,Noodles,Central,Tamil Nadu,Cumbum,767,0.11,61.36
OD9096,11/11/2018,Esther,Snacks,Noodles,Central,Tamil Nadu,Dharmapuri,801,0.25,64.08
OD9097,08/08/2015,Sabeela,Oil & Masala,Spices,Central,Tamil Nadu,Chennai,2138,0.19,598.64
OD9098,23/08/2017,Ravi,"Eggs, Meat & Fish",Eggs,Central,Tamil Nadu,Dharmapuri,1311,0.27,367.08
OD9099,04/06/2018,Jackson,Snacks,Noodles,Central,Tamil Nadu,Bodi,1815,0.31,127.05
OD9100,12/01/2016,Haseena,Bakery,Cakes,Central,Tamil Nadu,Dindigul,2396,0.2,551.08
OD9101,11/10/2016,Amrish,Food Grains,Dals & Pulses,Central,Tamil Nadu,Viluppuram,2266,0.32,589.16
OD9102,09/12/2015,Surya,Beverages,Soft Drinks,Central,Tamil Nadu,Karur,856,0.18,273.92
OD9103,28/08/2018,Jackson,Bakery,Cakes,Central,Tamil Nadu,Perambalur,1467,0.17,396.09
